Topics,congress,date,track,sponsor,party,state,topic
7752,116th,2019-01-08,Introduced,"Yoho, Ted S. ",R,FL,Military
7753,116th,2019-01-08,Introduced,"Yoho, Ted S. ",R,FL,Health Care
7754,116th,2019-01-08,Passed House,"Yoho, Ted S. ",R,FL,Diplomacy
7755,116th,2019-01-08,Introduced,"Yoho, Ted S. ",R,FL,Regulations
7756,116th,2019-01-08,Introduced,"Yoho, Ted S. ",R,FL,Tax Code
7757,116th,2019-01-09,Introduced,"Thompson, Bennie G. ",D,MS,Natural Resources
7758,116th,2019-01-09,Introduced,"Garamendi, John ",D,CA,Natural Resources
7759,116th,2019-01-09,Introduced,"Vargas, Juan ",D,CA,Natural Resources
7760,116th,2019-01-09,Introduced,"Nerney, Jerry ",D,CA,Infrastructure
7761,116th,2019-01-09,Introduced,"Latta, Robert E. ",R,OH,Infrastructure
7762,116th,2019-01-09,Introduced,"Wilson, Joe ",R,SC,Border
7763,116th,2019-01-09,Introduced,"Rush, Bobby L. ",D,IL,Infrastructure
7764,116th,2019-01-09,Introduced,"Calvert, Ken ",R,CA,Regulations
7765,116th,2019-01-09,Introduced,"Calvert, Ken ",R,CA,Border
7766,116th,2019-01-09,Introduced,"Espaillat, Adriano ",D,NY,Natural Resources
7767,116th,2019-01-09,Introduced,"Rush, Bobby L. ",D,IL,Health Care
7768,116th,2019-01-09,Introduced,"Fazio, Peter A. ",D,OR,Military
7769,116th,2019-01-09,Introduced,"Conaway, K. Michael ",R,TX,Natural Resources
7770,116th,2019-01-09,Introduced,"Hartzler, Vicky ",R,MO,Health Care
7771,116th,2019-01-09,Introduced,"Upton, Fred ",R,MI,Infrastructure
7772,116th,2019-01-09,Introduced,"Biggs, Andy ",R,AZ,Budget
7773,116th,2019-01-09,Introduced,"Brownley, Julia ",D,CA,Civil Law
7774,116th,2019-01-09,Introduced,"Brownley, Julia ",D,CA,Health Care
7775,116th,2019-01-09,Introduced,"Byrne, Bradley ",R,AL,Military
7776,116th,2019-01-09,Passed House,"Cole, Tom ",R,OK,Natural Resources
7777,116th,2019-01-09,Introduced,"Cook, Paul ",R,CA,Natural Resources
7778,116th,2019-01-09,Introduced,"Balart, Mario ",R,Ba,Diplomacy
7779,116th,2019-01-09,Introduced,"Dingell, Debbie ",D,MI,Elections
7780,116th,2019-01-09,Introduced,"Gibbs, Bob ",R,OH,Chemical Substances
7781,116th,2019-01-09,Introduced,"Grothman, Glenn ",R,WI,Chemical Substances
7782,116th,2019-01-09,Introduced,"Jeffries, Hakeem S. ",D,NY,Diplomacy
7783,116th,2019-01-09,Introduced,"Johnson, Dusty ",R,SD,Natural Resources
7784,116th,2019-01-09,Introduced,"Joyce, David P. ",R,OH,Health Care
7785,116th,2019-01-09,Introduced,"King, Steve ",R,IA,Civil Law
7786,116th,2019-01-09,Introduced,"King, Steve ",R,IA,Civil Law
7787,116th,2019-01-09,Introduced,"Lamborn, Doug ",R,CO,Natural Resources
7788,116th,2019-01-09,Introduced,"Lamborn, Doug ",R,CO,Natural Resources
7789,116th,2019-01-09,Introduced,"Loudermilk, Barry ",R,GA,Small Business
7790,116th,2019-01-09,Passed House,"Lynch, Stephen F. ",D,MA,Small Business
7791,116th,2019-01-09,Introduced,"Lynch, Stephen F. ",D,MA,Regulations
7792,116th,2019-01-09,Introduced,"Lynch, Stephen F. ",D,MA,Regulations
7793,116th,2019-01-09,Introduced,"Lynch, Stephen F. ",D,MA,Small Business
7794,116th,2019-01-09,Introduced,"Lynch, Stephen F. ",D,MA,Small Business
7795,116th,2019-01-09,Introduced,"Meng, Grace ",D,NY,Regulations
7796,116th,2019-01-09,Introduced,"Mullin, Markwayne ",R,OK,Regulations
7797,116th,2019-01-09,Introduced,"Mullin, Markwayne ",R,OK,Natural Resources
7798,116th,2019-01-09,Passed House,"Neal, Richard E. ",D,MA,Tax Code
7799,116th,2019-01-09,Introduced,"Norcross, Donald ",D,NJ,Education
7800,116th,2019-01-09,Introduced,"Norcross, Donald ",D,NJ,Education
7801,116th,2019-01-09,Introduced,"Norcross, Donald ",D,NJ,Regulations
7802,116th,2019-01-09,Introduced,"Halleran, Tom ",D,AZ,Natural Resources
7803,116th,2019-01-09,Introduced,"Halleran, Tom ",D,AZ,Natural Resources
7804,116th,2019-01-09,Introduced,"Panetta, Jimmy ",D,CA,Natural Resources
7805,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Education
7806,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Elections
7807,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Regulations
7808,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Border
7809,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Labor / Immigration
7810,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Tax Code
7811,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Tax Code
7812,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Tax Code
7813,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Tax Code
7814,116th,2019-01-09,Introduced,"Plaskett, Stacey E. ",D,VI,Tax Code
7815,116th,2019-01-09,Introduced,"Rooney, Francis ",R,FL,Tax Code
7816,116th,2019-01-09,Introduced,"Rose, Max ",D,NY,Natural Resources
7817,116th,2019-01-09,Introduced,"Sensenbrenner, F. James",R,WI,Border
7818,116th,2019-01-09,Introduced,"Soto, Darren ",D,FL,Natural Resources
7819,116th,2019-01-09,Introduced,"Stewart, Chris ",R,UT,Natural Resources
7820,116th,2019-01-09,Introduced,"Drew, Jefferson ",D,NJ,Budget
7821,116th,2019-01-09,Introduced,"Blumenauer, Earl ",D,OR,Chemical Substances
7822,116th,2019-01-09,Introduced,"Wild, Susan ",D,PA,Military
7823,116th,2019-01-09,Introduced,"Young, Don ",R,AK,Infrastructure
7824,116th,2019-01-09,Introduced,"Brownley, Julia ",D,CA,Tax Code
7825,116th,2019-01-10,Passed House,"Thompson, Bennie G. ",D,MS,Border
7826,116th,2019-01-10,Passed House,"Dunn, Neal P. ",R,FL,Infrastructure
7827,116th,2019-01-10,Introduced,"Gianforte, Greg ",R,MT,Natural Resources
7828,116th,2019-01-10,Introduced,"Collins, Doug ",R,GA,Regulations
7829,116th,2019-01-10,Passed House,"Rice, Kathleen M. ",D,NY,Border
7830,116th,2019-01-10,Introduced,"Schneider, Bradley Scott ",D,IL,Elections
7831,116th,2019-01-10,Became Law,"Neal, Richard E. ",D,MA,Budget
7832,116th,2019-01-10,Introduced,"Williams, Roger ",R,TX,Chemical Substances
7833,116th,2019-01-10,Introduced,"Saulnier, Mark ",D,CA,Natural Resources
7834,116th,2019-01-10,Introduced,"Budd, Ted ",R,NC,Education
7835,116th,2019-01-10,Became Law,"Lee, Sheila ",D,TX,Natural Resources
7836,116th,2019-01-10,Introduced,"Johnson, Eddie Bernice ",D,TX,Infrastructure
7837,116th,2019-01-10,Introduced,"Soto, Darren ",D,FL,Chemical Substances
7838,116th,2019-01-10,Introduced,"Sensenbrenner, F. James",R,WI,Health Care
7839,116th,2019-01-10,Introduced,"Calvert, Ken ",R,CA,Border
7840,116th,2019-01-10,Became Law,"Langevin, James R. ",D,RI,Regulations
7841,116th,2019-01-10,Introduced,"Amash, Justin ",R,MI,Border
7842,116th,2019-01-10,Introduced,"Babin, Brian ",R,TX,Infrastructure
7843,116th,2019-01-10,Introduced,"Barr, Andy ",R,KY,Small Business
7844,116th,2019-01-10,Introduced,"Bilirakis, Gus M. ",R,FL,Education
7845,116th,2019-01-10,Introduced,"Brownley, Julia ",D,CA,Tax Code
7846,116th,2019-01-10,Introduced,"Brownley, Julia ",D,CA,Military
7847,116th,2019-01-10,Introduced,"Brownley, Julia ",D,CA,Tax Code
7848,116th,2019-01-10,Introduced,"Cummings, Elijah E. ",D,MD,Chemical Substances
7849,116th,2019-01-10,Introduced,"Cummings, Elijah E. ",D,MD,Chemical Substances
7850,116th,2019-01-10,Passed House,"Demings, Val Butler ",D,FL,Border
7851,116th,2019-01-10,Passed House,"Deutch, Theodore E. ",D,FL,Military
7852,116th,2019-01-10,Introduced,"Engel, Eliot L. ",D,NY,Tax Code
7853,116th,2019-01-10,Introduced,"Fleischmann, Charles J. ",R,TN,Border
7854,116th,2019-01-10,Passed House,"Fleischmann, Charles J. ",R,TN,Natural Resources
7855,116th,2019-01-10,Introduced,"Fleischmann, Charles J. ",R,TN,Regulations
7856,116th,2019-01-10,Introduced,"Fleischmann, Charles J. ",R,TN,Regulations
7857,116th,2019-01-10,Introduced,"Fortenberry, Jeff ",R,NE,Labor / Immigration
7858,116th,2019-01-10,Introduced,"Fortenberry, Jeff ",R,NE,Tax Code
7859,116th,2019-01-10,Introduced,"Fortenberry, Jeff ",R,NE,Labor / Immigration
7860,116th,2019-01-10,Introduced,"Golden, Jared ",D,ME,Natural Resources
7861,116th,2019-01-10,Introduced,"Griffith, H. Morgan ",R,VA,Budget
7862,116th,2019-01-10,Introduced,"Griffith, H. Morgan ",R,VA,Health Care
7863,116th,2019-01-10,Introduced,"Hastings, Alcee L. ",D,FL,Natural Resources
7864,116th,2019-01-10,Introduced,"Jones, Walter B.",R,NC,Tax Code
7865,116th,2019-01-10,Introduced,"Jones, Walter B.",R,NC,Military
7866,116th,2019-01-10,Introduced,"Khanna, Ro ",D,CA,Chemical Substances
7867,116th,2019-01-10,Introduced,"Kinzinger, Adam ",R,IL,Regulations
7868,116th,2019-01-10,Introduced,"Kinzinger, Adam ",R,IL,Civil Law
7869,116th,2019-01-10,Introduced,"Kuster, Ann M. ",D,NH,Natural Resources
7870,116th,2019-01-10,Introduced,"Luetkemeyer, Blaine ",R,MO,Labor / Immigration
7871,116th,2019-01-10,Introduced,"Luetkemeyer, Blaine ",R,MO,Small Business
7872,116th,2019-01-10,Introduced,"Luetkemeyer, Blaine ",R,MO,Small Business
7873,116th,2019-01-10,Introduced,"Luetkemeyer, Blaine ",R,MO,Labor / Immigration
7874,116th,2019-01-10,Passed House,"Neguse, Joe ",D,CO,Regulations
7875,116th,2019-01-10,Introduced,"Neguse, Joe ",D,CO,Natural Resources
7876,116th,2019-01-10,Introduced,"Neguse, Joe ",D,CO,Natural Resources
7877,116th,2019-01-10,Introduced,"Neguse, Joe ",D,CO,Tax Code
7878,116th,2019-01-10,Introduced,"Pallone, Frank",D,NJ,Natural Resources
7879,116th,2019-01-10,Introduced,"Pingree, Chellie ",D,ME,Chemical Substances
7880,116th,2019-01-10,Introduced,"Posey, Bill ",R,FL,Border
7881,116th,2019-01-10,Introduced,"Rogers, Mike D. ",R,AL,Border
7882,116th,2019-01-10,Introduced,"Rooney, Francis ",R,FL,Border
7883,116th,2019-01-10,Introduced,"Simpson, Michael K. ",R,ID,Natural Resources
7884,116th,2019-01-10,Introduced,"Simpson, Michael K. ",R,ID,Natural Resources
7885,116th,2019-01-10,Introduced,"Soto, Darren ",D,FL,Natural Resources
7886,116th,2019-01-10,Introduced,"Tipton, Scott  R. ",R,CO,Health Care
7887,116th,2019-01-10,Introduced,"Vargas, Juan ",D,CA,Natural Resources
7888,116th,2019-01-10,Introduced,"Yoho, Ted S. ",R,FL,Infrastructure
7889,116th,2019-01-11,Introduced,"Calvert, Ken ",R,CA,Labor / Immigration
7890,116th,2019-01-11,Introduced,"Fitzpatrick, Brian K. ",R,PA,Military
7891,116th,2019-01-11,Introduced,"King, Steve ",R,IA,Civil Law
7892,116th,2019-01-11,Introduced,"Gohmert, Louie ",R,TX,Military
7893,116th,2019-01-11,Introduced,"Gohmert, Louie ",R,TX,Regulations
7894,116th,2019-01-11,Introduced,"Correa, J. Luis ",D,CA,Chemical Substances
7895,116th,2019-01-11,Passed House,"Lee, Sheila ",D,TX,Education
7896,116th,2019-01-11,Passed House,"Lee, Sheila ",D,TX,Border
7897,116th,2019-01-11,Introduced,"Soto, Darren ",D,FL,Natural Resources
7898,116th,2019-01-11,Introduced,"Hunter, Duncan D. ",R,CA,Tax Code
7899,116th,2019-01-11,Passed House,"Chabot, Steve ",R,OH,Military
7900,116th,2019-01-11,Passed House,"Chabot, Steve ",R,OH,Military
7901,116th,2019-01-11,Introduced,"Upton, Fred ",R,MI,Diplomacy
7902,116th,2019-01-11,Passed House,"Engel, Eliot L. ",D,NY,Health Care
7903,116th,2019-01-11,Passed House,"Vargas, Juan ",D,CA,Small Business
7904,116th,2019-01-11,Introduced,"Schneider, Bradley Scott ",D,IL,Regulations
7905,116th,2019-01-11,Became Law,"Bacon, Don ",R,NE,Border
7906,116th,2019-01-11,Introduced,"Calvert, Ken ",R,CA,Diplomacy
7907,116th,2019-01-11,Introduced,"Banks, Jim ",R,IN,Health Care
7908,116th,2019-01-11,Passed House,"Bass, Karen ",D,CA,Civil Law
7909,116th,2019-01-11,Introduced,"Beatty, Joyce ",D,OH,Civil Law
7910,116th,2019-01-11,Introduced,"Beatty, Joyce ",D,OH,Civil Law
7911,116th,2019-01-11,Introduced,"Blumenauer, Earl ",D,OR,Tax Code
7912,116th,2019-01-11,Introduced,"Brown, Anthony G. ",D,MD,Civil Law
7913,116th,2019-01-11,Introduced,"Conaway, K. Michael ",R,TX,Natural Resources
7914,116th,2019-01-11,Introduced,"Conaway, K. Michael ",R,TX,Tax Code
7915,116th,2019-01-11,Introduced,"Dingell, Debbie ",D,MI,Chemical Substances
7916,116th,2019-01-11,Introduced,"Engel, Eliot L. ",D,NY,Tax Code
7917,116th,2019-01-11,Introduced,"Grothman, Glenn ",R,WI,Civil Law
7918,116th,2019-01-11,Introduced,"Johnson, Mike ",R,LA,Border
7919,116th,2019-01-11,Introduced,"King, Steve ",R,IA,Civil Law
7920,116th,2019-01-11,Introduced,"King, Steve ",R,IA,Tax Code
7921,116th,2019-01-11,Introduced,"King, Steve ",R,IA,Health Care
7922,116th,2019-01-11,Introduced,"Latta, Robert E. ",R,OH,Tax Code
7923,116th,2019-01-11,Introduced,"Meng, Grace ",D,NY,Border
7924,116th,2019-01-11,Introduced,"Smucker, Lloyd ",R,PA,Border
7925,116th,2019-01-11,Introduced,"Walden, Greg ",R,OR,Natural Resources
7926,116th,2019-01-11,Passed House,"Walden, Greg ",R,OR,Infrastructure
7927,116th,2019-01-11,Passed House,"Yoho, Ted S. ",R,FL,Border
7928,116th,2019-01-14,Introduced,"Stauber, Pete ",R,MN,Natural Resources
7929,116th,2019-01-14,Introduced,"Emmer, Tom ",R,MN,Regulations
7930,116th,2019-01-14,Introduced,"Emmer, Tom ",R,MN,Budget
7931,116th,2019-01-14,Introduced,"Eshoo, Anna G. ",D,CA,Infrastructure
7932,116th,2019-01-14,Introduced,"Brown, Anthony G. ",D,MD,Civil Law
7933,116th,2019-01-14,Introduced,"Brown, Anthony G. ",D,MD,Border
7934,116th,2019-01-14,Introduced,"Brown, Anthony G. ",D,MD,Education
7935,116th,2019-01-14,Introduced,"Clarke, Yvette D. ",D,NY,Health Care
7936,116th,2019-01-14,Passed House,"Dingell, Debbie ",D,MI,Chemical Substances
7937,116th,2019-01-14,Introduced,"Holding, George ",R,NC,Tax Code
7938,116th,2019-01-14,Introduced,"Lamborn, Doug ",R,CO,Natural Resources
7939,116th,2019-01-14,Introduced,"Lieu, Ted ",D,CA,Border
7940,116th,2019-01-14,Passed House,"Lipinski, Daniel ",D,IL,Infrastructure
7941,116th,2019-01-14,Became Law,"Morelle, Joseph D. ",D,NY,Natural Resources
7942,116th,2019-01-14,Introduced,"Nadler, Jerrold ",D,NY,Civil Law
7943,116th,2019-01-14,Passed House,"Rice, Kathleen M. ",D,NY,Infrastructure
7944,116th,2019-01-14,Passed House,"Sires, Albio ",D,NJ,Infrastructure
7945,116th,2019-01-14,Introduced,"Young, Don ",R,AK,Labor / Immigration
7946,116th,2019-01-15,Introduced,"Olson, Pete ",R,TX,Tax Code
7947,116th,2019-01-15,Introduced,"Palazzo, Steven M. ",R,MS,Tax Code
7948,116th,2019-01-15,Introduced,"Roe, David P. ",R,TN,Chemical Substances
7949,116th,2019-01-15,Introduced,"Calvert, Ken ",R,CA,Regulations
7950,116th,2019-01-15,Passed House,"Soto, Darren ",D,FL,Border
7951,116th,2019-01-15,Resolving Differences,"Garamendi, John ",D,CA,Military
7952,116th,2019-01-15,Introduced,"Calvert, Ken ",R,CA,Civil Law
7953,116th,2019-01-15,Introduced,"Calvert, Ken ",R,CA,Natural Resources
7954,116th,2019-01-15,Introduced,"Wilson, Joe ",R,SC,Tax Code
7955,116th,2019-01-15,Introduced,"Wilson, Joe ",R,SC,Diplomacy
7956,116th,2019-01-15,Introduced,"Sensenbrenner, F. James",R,WI,Education
7957,116th,2019-01-15,Introduced,"Davis, Danny K. ",D,IL,Labor / Immigration
7958,116th,2019-01-15,Introduced,"Soto, Darren ",D,FL,Border
7959,116th,2019-01-15,Introduced,"Young, Don ",R,AK,Education
7960,116th,2019-01-15,Became Law,"Sablan, Gregorio Kilili Camacho ",D,MP,Border
7961,116th,2019-01-15,Passed House,"Sablan, Gregorio Kilili Camacho ",D,MP,Chemical Substances
7962,116th,2019-01-15,Passed House,"Bergman, Jack ",R,MI,Small Business
7963,116th,2019-01-15,Introduced,"Bost, Mike ",R,IL,Education
7964,116th,2019-01-15,Introduced,"Brown, Anthony G. ",D,MD,Military
7965,116th,2019-01-15,Introduced,"Cheney, Liz ",R,WY,Natural Resources
7966,116th,2019-01-15,Passed House,"Cicilline, David N. ",D,RI,Regulations
7967,116th,2019-01-15,Introduced,"Courtney, Joe ",D,CT,Military
7968,116th,2019-01-15,Introduced,"Crist, Charlie ",D,FL,Tax Code
7969,116th,2019-01-15,Introduced,"Deutch, Theodore E. ",D,FL,Civil Law
7970,116th,2019-01-15,Introduced,"Dingell, Debbie ",D,MI,Diplomacy
7971,116th,2019-01-15,Introduced,"Fitzpatrick, Brian K. ",R,PA,Civil Law
7972,116th,2019-01-15,Introduced,"Kinzinger, Adam ",R,IL,Border
7973,116th,2019-01-15,Introduced,"Malfa, Doug ",R,CA,Natural Resources
7974,116th,2019-01-15,Introduced,"Luetkemeyer, Blaine ",R,MO,Health Care
7975,116th,2019-01-15,Introduced,"Meadows, Mark ",R,NC,Civil Law
7976,116th,2019-01-15,Introduced,"Meadows, Mark ",R,NC,Regulations
7977,116th,2019-01-15,Introduced,"Allard, Lucille ",D,Al,Diplomacy
7978,116th,2019-01-15,Introduced,"Schneider, Bradley Scott ",D,IL,Regulations
7979,116th,2019-01-15,Introduced,"Thompson, Mike ",D,CA,Military
7980,116th,2019-01-15,Introduced,"Tipton, Scott  R. ",R,CO,Natural Resources
7981,116th,2019-01-15,Introduced,"Tipton, Scott  R. ",R,CO,Natural Resources
7982,116th,2019-01-15,Introduced,"Soto, Darren ",D,FL,Border
7983,116th,2019-01-16,Passed House,"Scott, Robert C. ",D,VA,Labor / Immigration
7984,116th,2019-01-16,Became Law,"Tonko, Paul ",D,NY,Regulations
7985,116th,2019-01-16,Introduced,"Veasey, Marc A. ",D,TX,Health Care
7986,116th,2019-01-16,Introduced,"Clarke, Yvette D. ",D,NY,Chemical Substances
7987,116th,2019-01-16,Introduced,"Collins, Doug ",R,GA,Border
7988,116th,2019-01-16,Introduced,"Lynch, Stephen F. ",D,MA,Diplomacy
7989,116th,2019-01-16,Introduced,"Kilmer, Derek ",D,WA,Labor / Immigration
7990,116th,2019-01-16,Introduced,"Barr, Andy ",R,KY,Tax Code
7991,116th,2019-01-16,Introduced,"Beyer, Donald S.",D,VA,Diplomacy
7992,116th,2019-01-16,Introduced,"Brown, Anthony G. ",D,MD,Tax Code
7993,116th,2019-01-16,Introduced,"Brownley, Julia ",D,CA,Military
7994,116th,2019-01-16,Introduced,"Chabot, Steve ",R,OH,Tax Code
7995,116th,2019-01-16,Introduced,"Clarke, Yvette D. ",D,NY,Health Care
7996,116th,2019-01-16,Introduced,"Collins, Chris ",R,NY,Small Business
7997,116th,2019-01-16,Passed House,"Connolly, Gerald E. ",D,VA,Border
7998,116th,2019-01-16,Introduced,"Connolly, Gerald E. ",D,VA,Regulations
7999,116th,2019-01-16,Passed House,"Connolly, Gerald E. ",D,VA,Border
8000,116th,2019-01-16,Introduced,"Cummings, Elijah E. ",D,MD,Regulations
8001,116th,2019-01-16,Introduced,"Emmer, Tom ",R,MN,Diplomacy
8002,116th,2019-01-16,Introduced,"Gaetz, Matt ",R,FL,Chemical Substances
8003,116th,2019-01-16,Introduced,"Gallagher, Mike ",R,WI,Small Business
8004,116th,2019-01-16,Introduced,"Gallagher, Mike ",R,WI,Tax Code
8005,116th,2019-01-16,Introduced,"Griffith, H. Morgan ",R,VA,Natural Resources
8006,116th,2019-01-16,Introduced,"Hice, Jody B. ",R,GA,Regulations
8007,116th,2019-01-16,Introduced,"Hice, Jody B. ",R,GA,Civil Law
8008,116th,2019-01-16,Introduced,"Higgins, Clay ",R,LA,Education
8009,116th,2019-01-16,Introduced,"Higgins, Clay ",R,LA,Education
8010,116th,2019-01-16,Introduced,"Huizenga, Bill ",R,MI,Small Business
8011,116th,2019-01-16,Introduced,"Hunter, Duncan D. ",R,CA,Labor / Immigration
8012,116th,2019-01-16,Introduced,"Johnson, Mike ",R,LA,Civil Law
8013,116th,2019-01-16,Introduced,"Johnson, Mike ",R,LA,Border
8014,116th,2019-01-16,Introduced,"Kelly, Trent ",R,MS,Military
8015,116th,2019-01-16,Introduced,"Lieu, Ted ",D,CA,Chemical Substances
8016,116th,2019-01-16,Passed House,"Meng, Grace ",D,NY,Diplomacy
8017,116th,2019-01-16,Introduced,"Mooney, Alexander X. ",R,WV,Diplomacy
8018,116th,2019-01-16,Passed House,"Norman, Ralph ",R,SC,Infrastructure
8019,116th,2019-01-16,Introduced,"Ruppersberger, C. A. Dutch ",D,MD,Infrastructure
8020,116th,2019-01-16,Introduced,"Schneider, Bradley Scott ",D,IL,Tax Code
8021,116th,2019-01-16,Introduced,"Serrano, Jose E. ",D,NY,Military
8022,116th,2019-01-16,Introduced,"Smith, Jason ",R,MO,Education
8023,116th,2019-01-16,Introduced,"Smucker, Lloyd ",R,PA,Budget
8024,116th,2019-01-16,Introduced,"Vargas, Juan ",D,CA,Border
8025,116th,2019-01-16,Passed House,"Waters, Maxine ",D,CA,Small Business
8026,116th,2019-01-16,Introduced,"Wittman, Robert J. ",R,VA,Education
8027,116th,2019-01-16,Introduced,"Wittman, Robert J. ",R,VA,Regulations
8028,116th,2019-01-16,Introduced,"Wittman, Robert J. ",R,VA,Infrastructure
8029,116th,2019-01-16,Introduced,"Yoho, Ted S. ",R,FL,Military
8030,116th,2019-01-16,Introduced,"Young, Don ",R,AK,Natural Resources
8031,116th,2019-01-16,Introduced,"Zeldin, Lee M. ",R,NY,Border
8032,116th,2019-01-16,Introduced,"Kuster, Ann M. ",D,NH,Border
8033,116th,2019-01-16,Introduced,"Young, Don ",R,AK,Border
8034,116th,2019-01-16,Introduced,"Young, Don ",R,AK,Border
8035,116th,2019-01-17,Introduced,"Duncan, Jeff ",R,SC,Civil Law
8036,116th,2019-01-17,Introduced,"Yarmuth, John A. ",D,KY,Education
8037,116th,2019-01-17,Introduced,"Yarmuth, John A. ",D,KY,Diplomacy
8038,116th,2019-01-17,Introduced,"Katko, John ",R,NY,Military
8039,116th,2019-01-17,Introduced,"Cloud, Michael ",R,TX,Regulations
8040,116th,2019-01-17,Became Law,"Hartzler, Vicky ",R,MO,Infrastructure
8041,116th,2019-01-17,Introduced,"Doggett, Lloyd ",D,TX,Tax Code
8042,116th,2019-01-17,Introduced,"Lofgren, Zoe ",D,CA,Border
8043,116th,2019-01-17,Introduced,"Thompson, Glenn ",R,PA,Natural Resources
8044,116th,2019-01-17,Introduced,"Govern, James P. ",D,MA,Border
8045,116th,2019-01-17,Introduced,"Bishop, Rob ",R,UT,Natural Resources
8046,116th,2019-01-17,Introduced,"Cicilline, David N. ",D,RI,Elections
8047,116th,2019-01-17,Introduced,"Calvert, Ken ",R,CA,Natural Resources
8048,116th,2019-01-17,Passed House,"Engel, Eliot L. ",D,NY,Health Care
8049,116th,2019-01-17,Passed House,"Lowey, Nita M. ",D,NY,Budget
8050,116th,2019-01-17,Introduced,"Smith, Christopher H. ",R,NJ,Diplomacy
8051,116th,2019-01-17,Introduced,"Larsen, Rick ",D,WA,Elections
8052,116th,2019-01-17,Introduced,"Smith, Christopher H. ",R,NJ,Tax Code
8053,116th,2019-01-17,Introduced,"Blumenauer, Earl ",D,OR,Health Care
8054,116th,2019-01-17,Introduced,"Brown, Anthony G. ",D,MD,Education
8055,116th,2019-01-17,Introduced,"Brown, Anthony G. ",D,MD,Tax Code
8056,116th,2019-01-17,Introduced,"Brownley, Julia ",D,CA,Tax Code
8057,116th,2019-01-17,Introduced,"Correa, J. Luis ",D,CA,Border
8058,116th,2019-01-17,Introduced,"Cox, TJ ",D,CA,Tax Code
